Time (ps),EKTOT
22.0,62544.1875
24.0,62140.4219
26.0,61944.4648
28.0,62310.0273
30.0,62053.0
32.0,62322.3438
34.0,61667.4375
36.0,62132.9414
38.0,62113.1484
40.0,62018.8125
42.0,62262.1992
44.0,61774.168
46.0,61933.0312
48.0,62104.6172
50.0,62155.7344
52.0,62321.1484
54.0,62090.0859
56.0,62420.1523
58.0,62243.9844
60.0,62144.793
62.0,62379.3555
64.0,61923.1172
66.0,61949.9844
68.0,61697.25
70.0,61588.0508
72.0,62277.0195
74.0,61889.5156
76.0,62326.5859
78.0,61933.2031
80.0,62100.0078
82.0,61894.8242
84.0,61896.1445
86.0,62011.6367
88.0,62166.3672
90.0,61815.6094
92.0,61989.8164
94.0,61994.8203
96.0,62056.3047
98.0,62054.7266
100.0,62087.4531
102.0,61892.707
104.0,61965.3867
106.0,62072.4062
108.0,62086.7812
110.0,62019.9453
112.0,62211.1211
114.0,62145.3594
116.0,62374.1406
118.0,62203.2227
120.0,62257.1992
122.0,62111.0977
124.0,62105.5352
126.0,62321.9453
128.0,61746.4492
130.0,62531.2617
132.0,62022.6445
134.0,62095.8828
136.0,62113.4102
138.0,61943.4844
140.0,62346.1953
142.0,62066.1602
144.0,62426.1562
146.0,62135.957
148.0,62177.043
150.0,61840.3984
152.0,62426.5508
154.0,61505.4531
156.0,61876.1406
158.0,62365.1797
160.0,62374.9688
162.0,62284.8906
164.0,62366.1328
166.0,62359.625
168.0,62152.4727
170.0,62274.5273
172.0,61907.457
174.0,61973.6992
176.0,61946.6797
178.0,61943.9922
180.0,62215.1836
182.0,62175.9062
184.0,62333.1875
186.0,62236.4844
188.0,62022.0898
190.0,62343.7461
192.0,62373.1211
194.0,61963.9922
196.0,61991.7539
198.0,62258.1406
200.0,61944.4336
202.0,62331.3125
204.0,61766.6758
206.0,62085.2266
208.0,62319.8789
210.0,61958.3867
212.0,61942.0039
214.0,61734.2695
216.0,61922.207
218.0,61947.5352
220.0,61720.4023
222.0,62420.8633
224.0,62430.3164
226.0,61541.082
228.0,62145.7656
230.0,62121.6016
232.0,61927.8828
234.0,62182.3203
236.0,62152.8125
238.0,61757.9141
240.0,62260.1328
242.0,61826.9492
244.0,62179.0938
246.0,62129.5547
248.0,62009.3086
250.0,61804.5469
252.0,62141.9414
254.0,61898.9375
256.0,62231.1562
258.0,62248.4258
260.0,62306.6484
262.0,61735.6367
264.0,61927.8867
266.0,62204.1836
268.0,62130.7578
270.0,62065.3516
272.0,62119.5312
274.0,62178.9336
276.0,62146.6289
278.0,61752.4062
280.0,62047.8555
282.0,61814.0547
284.0,62375.2227
286.0,62317.7695
288.0,61872.9336
290.0,61779.7188
292.0,62120.2227
294.0,62185.7656
296.0,62266.582
298.0,61888.3828
300.0,61945.9883
302.0,62023.5156
304.0,62076.7344
306.0,62318.5859
308.0,61999.5898
310.0,61884.1797
312.0,61876.9805
314.0,62270.3398
316.0,62425.2812
