Time (ps),ETOT
102.0,-789704.584
104.0,-789119.0355
106.0,-789192.7368
108.0,-789543.7047
110.0,-789639.6478
112.0,-790463.4714
114.0,-790548.331
116.0,-790719.6682
118.0,-790759.2455
120.0,-790338.2341
122.0,-790437.9666
124.0,-791108.8773
126.0,-791011.2142
128.0,-791241.9452
130.0,-791184.1387
132.0,-791524.3025
134.0,-791403.3931
136.0,-791939.0034
138.0,-791452.4224
140.0,-791452.1547
142.0,-792198.79
144.0,-791184.3139
146.0,-792648.9523
148.0,-792859.3149
150.0,-792250.3243
152.0,-792255.9448
154.0,-792602.9661
156.0,-792842.8116
158.0,-792912.0853
160.0,-793355.3268
162.0,-793371.6813
164.0,-793475.6416
166.0,-792944.7553
168.0,-792939.4629
170.0,-793252.1397
172.0,-793121.1889
174.0,-794108.6354
176.0,-793110.7843
178.0,-793956.5665
180.0,-793440.5109
182.0,-794604.4123
184.0,-793715.1583
186.0,-794115.0331
188.0,-794401.4263
190.0,-794585.7309
192.0,-794381.6056
194.0,-794880.811
196.0,-794335.8205
198.0,-794303.2002
200.0,-794404.3592
202.0,-794689.7621
204.0,-794519.9797
206.0,-794951.2228
208.0,-795141.7877
210.0,-794944.0969
212.0,-794423.757
214.0,-795364.0367
216.0,-795516.4209
218.0,-795219.3475
220.0,-795125.7236
222.0,-795977.1412
224.0,-795443.323
226.0,-795548.2882
228.0,-795296.9608
230.0,-795560.9964
232.0,-795837.6443
234.0,-795632.1007
236.0,-795931.6284
238.0,-795791.5192
240.0,-796056.0724
242.0,-796460.9936
244.0,-796897.913
246.0,-795906.6487
248.0,-796136.6378
250.0,-795880.7163
252.0,-795883.9563
254.0,-796210.4289
256.0,-796914.8705
258.0,-796626.2301
260.0,-796913.2291
262.0,-796276.2664
264.0,-796408.4874
266.0,-796007.9398
268.0,-796677.1357
270.0,-796634.5408
272.0,-796862.718
274.0,-796693.5505
276.0,-796329.2929
278.0,-796458.4049
280.0,-797652.4721
282.0,-797007.2603
284.0,-797197.1132
286.0,-796696.6002
288.0,-796769.1754
290.0,-797380.7059
